"Term","Ontology","set.mean","set.size","z.score","genes"
"GO:0000281","mitotic cytokinesis","BP",14.0415085866941,87,9.21493081858728,"10112;54443;5347;29127;332;24137;26586;55143;9493;51203;1894;3619;1058;55165;3925;6651;10015;4628;288;1072;9700;9212;9585;11113;387;324;403;10899;92421;91782;149371;375;23503;51652;10617;11336;54902;23636;65125;5921;10788;116840;8826;51429;128239;129531;112574;55521;200942;84445;79884;10640;257364;54536;55763;5119;9094;6683;55770;29082;389;9525;23265;128866;9820;26073;79643;585;23157;6242;6711;27183;11021;388;6093;9101;9475;23233;25978;27243;51510;57132;60412;79998;114327;285643;341019"
"GO:0051233","spindle midzone","CC",19.74344381191,36,9.18211556075771,"6790;9055;5347;29127;55143;3619;3192;22919;9928;9212;9585;146909;81930;55732;1062;55920;127829;4926;351;22924;26112;8502;990;9150;998;10982;79884;55207;9094;2017;2009;2669;6795;55183;79541;201161"
"GO:0045842","positive regulation of mitotic metaphase/anaphase transition","BP",29.3438123581163,14,9.14643021625468,"9787;991;11065;8452;9700;286053;9587;51434;8881;8697;5925;51529;118471;51433"
"GO:0008380","RNA splicing","BP",8.22663773222326,438,9.14373337635875,"6421;6428;1660;6426;7490;3550;3188;1665;9416;3312;283742;3190;2081;4670;3181;7919;3178;3185;10657;10236;8087;10492;6434;220988;3303;3192;10137;9775;6432;642659;6427;51729;4841;988;27316;10772;23326;494115;8899;6629;23435;3183;1653;6651;11066;2483;27336;23451;9588;23028;29896;10432;10199;6634;116461;2926;6632;10212;4154;22938;24148;81576;5518;10291;23517;57703;25940;24144;6636;5935;2521;9295;6628;23210;11319;51319;23450;6626;57805;79622;84950;10262;10450;22916;55677;146713;6627;6431;9129;4691;6637;4928;6625;3187;51631;11338;80145;9913;5936;22889;5356;10656;6100;26986;51493;56943;81669;339487;22827;199746;79833;51574;421;5725;25962;83443;57721;84321;2332;4236;79005;9879;3191;8882;83759;9360;59286;25766;10625;7536;55660;54960;51163;23091;9967;56259;10915;6830;10250;51202;10978;54957;79026;9716;93624;55596;9541;64863;10284;9984;6733;57060;54845;9939;9406;9130;51747;55094;56949;54496;80004;10078;10946;79753;8563;10594;51340;29890;54407;10285;8996;4869;9410;27258;5515;284695;55692;6635;8161;22985;91746;112869;5430;27332;10465;10181;4686;27257;9169;57794;6231;1153;3958;7072;6314;56339;55110;80324;6429;7737;10629;1659;9733;9584;154007;6880;8621;10992;118924;10474;9343;5295;84881;55147;55051;79084;8850;58506;1655;25980;6633;55599;25949;27097;10907;22794;1207;51645;23658;23398;28960;9785;151987;9128;55954;1198;84687;79171;1196;5411;8449;153527;3276;55578;51755;135295;85437;23759;7310;96764;8896;8464;9419;1859;10189;57461;26121;10569;9513;11218;84060;51637;8227;8295;51341;10419;10521;10421;23064;51503;79042;50628;10081;6606;163859;56853;7307;84292;11193;57716;5511;10147;6936;338657;79637;79228;285962;282996;11157;8559;10921;9991;10658;708;10283;23020;143884;58155;5978;6433;26993;8233;57819;8148;58509;84811;6883;60680;25804;9444;25929;55702;51362;389677;11171;9589;51639;10180;285672;8458;283989;11017;387597;84081;140890;6207;7009;8220;26528;8241;11168;22927;2334;7375;55119;53938;91603;55544;8683;10713;83707;55285;55015;79650;23524;9904;8175;6732;57396;117143;25862;10929;56970;58517;54033;51690;10084;84872;375316;79760;4904;6430;84967;10150;6631;51428;676;1195;1996;2648;3167;3189;4116;4654;4809;4857;4858;6638;6881;8487;8570;9092;10179;10286;10659;10891;10922;11129;11189;22913;23076;23543;26576;27238;27288;27339;51329;51634;51691;51759;54502;54517;54715;54883;55131;55192;55234;55280;55696;55796;57018;57035;57187;60625;60677;64121;64783;79066;79074;79706;80746;83989;84530;84844;84991;92906;94104;113146;139804;140432;144983;148756;221662;283375;286676;392517;404266;105378616"
"GO:0071243","cellular response to arsenic-containing substance","BP",26.2599885402456,18,9.12501412838073,"7415;79752;1654;9446;3178;90637;2872;3297;119391;80149;54407;3162;5603;1616;132864;170506;7390;10105"
"GO:0007080","mitotic metaphase chromosome alignment","BP",16.4341426088478,56,9.09528668247442,"891;84722;10403;332;3833;55143;83540;3619;3192;22919;9928;3835;11004;8452;91272;9212;10524;54908;1060;81930;92421;9183;283489;1062;91782;51652;8766;113130;23636;54984;8697;79003;8850;81929;3837;8379;81620;5119;29082;9525;128866;256364;79643;23212;10540;51115;10726;27436;27183;8678;10464;25978;27243;51510;57132;79998"
"GO:0006119","oxidative phosphorylation","BP",11.6252249029913,143,9.06864185577715,"891;7415;26471;498;983;1340;4729;4710;6472;23479;539;509;1350;7386;4514;7381;27069;10476;4436;4535;4536;6391;522;515;4712;9551;1349;4537;10632;4540;4709;4513;4718;4711;11315;4702;7385;4722;1329;1738;387;170712;1345;4704;4541;6392;506;51103;4706;4698;4509;4694;4508;514;4697;29796;4519;4725;6389;9167;4707;1347;4700;4539;4696;513;4719;1337;54205;84275;4695;205327;538;4731;521;4713;65084;134145;6901;205;4716;4715;1327;4538;54949;54539;215;2631;30968;27089;4723;51142;126328;4717;7384;4714;7388;1351;1716;4724;100532726;4701;55967;4708;51085;51079;440567;92014;84277;2395;4512;79736;65018;790955;10975;6390;4726;9377;1537;374291;4720;84300;125965;29103;89;637;1346;1355;4705;4728;6622;7124;9555;10105;57017;65990;79085;84701;246269;341947;388753;400916;107075310"
"GO:0090231","regulation of spindle checkpoint","BP",24.4180297715886,21,9.05224978983108,"891;10403;332;55143;3619;4085;57082;9212;7517;51143;25906;51451;9587;1843;55795;8379;348654;118471;55755;84101;7175"
"GO:0090266","regulation of mitotic cell cycle spindle assembly checkpoint","BP",24.4180297715886,21,9.05224978983108,"891;10403;332;55143;3619;4085;57082;9212;7517;51143;25906;51451;9587;1843;55795;8379;348654;118471;55755;84101;7175"
"GO:1903504","regulation of mitotic spindle checkpoint","BP",24.4180297715886,21,9.05224978983108,"891;10403;332;55143;3619;4085;57082;9212;7517;51143;25906;51451;9587;1843;55795;8379;348654;118471;55755;84101;7175"
"GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process","BP",8.10210362087991,452,9.03693414406957,"6790;7415;5701;1649;991;5347;57761;5707;11065;5685;5683;5684;7334;2729;10616;54431;3303;55872;201595;9861;5700;5690;9709;5886;8078;899;5686;1047;8554;996;3326;115290;5713;9928;10116;5094;90637;1452;7345;6478;8454;9320;91147;5709;8473;406;9978;7428;10213;6400;5689;9112;29882;9604;550;25847;6500;7514;253980;23220;80176;1454;91445;8452;90850;4092;811;149603;8453;285671;11315;6502;57805;8312;9097;5706;5682;5718;9373;10524;7184;29979;23392;329;5693;54476;26234;22933;127544;119504;79718;324;28951;23053;5717;5694;5708;117584;84078;3077;5719;7706;130507;7353;84164;7323;2932;29978;92305;9867;10425;10956;11011;6451;64777;80020;84447;126433;8667;408;57162;5702;3304;255488;5692;25831;4130;6907;27338;6477;11146;6872;55968;8313;254170;207;11059;23197;54461;5688;137886;23321;51105;54467;55527;51322;10210;10444;26273;90864;81858;10221;51667;57630;10952;153769;3309;56658;4121;997;25906;122809;29997;55658;6613;55741;51514;79016;25820;84961;9491;6468;10296;9147;5193;7466;79089;79139;200933;51528;91544;5716;23376;83737;64326;6923;51434;1017;55122;1499;9529;10399;4287;23008;26259;54850;23291;51185;55294;80232;7319;84861;5691;1263;9655;55432;5527;8881;8451;23532;6880;7874;80267;8697;10869;25852;144165;5705;55743;7326;6599;5371;130617;223082;26270;55829;1642;51548;55070;5695;146330;26249;1050;197131;9921;54994;821;27252;144699;3093;80028;55101;26133;84727;122416;2629;10134;57542;3300;79791;51439;1453;283514;89890;55626;2272;7337;857;344558;64795;222235;1855;56893;65992;8924;5687;26268;8065;51465;9695;26263;80263;6048;83892;84640;4193;26235;10612;9817;116224;116138;51283;4534;23327;9618;6135;387921;3429;7917;4189;5663;57154;25879;154214;5710;79734;51035;79176;26232;10393;57003;10273;285533;114088;25827;25898;25853;54442;101927423;7328;23588;10475;7126;11047;79018;1161;25793;4780;11124;51529;5887;10513;9781;55212;10277;10613;55139;6047;118424;83590;143941;7341;10755;84101;9325;2931;196394;26046;79699;7327;9575;27248;91319;122773;147686;54620;27351;7993;23429;90025;10206;339745;57414;23304;150684;51676;9354;6449;29945;8405;1601;79845;93611;8945;64839;80311;10973;25937;8239;267;369;409;819;863;1191;2295;2768;4669;5071;5192;5516;5601;5704;5714;5988;6469;6815;7320;7321;7480;7844;9683;10297;10299;10905;11060;11160;11253;11337;22836;23190;23194;23411;23510;23640;25897;26043;26224;26233;26272;30009;50613;51009;51343;51377;51433;54546;55284;55298;55336;55666;56929;57092;57134;64682;64750;79654;80196;80344;81545;83844;84937;85409;90865;92369;116988;120892;125972;127733;131377;131405;148066;165324;166979;246184;258010;283807;342897;378884;440561;493829;554251"
"GO:0000375","RNA splicing, via transesterification reactions","BP",9.1486462683462,297,9.02578374384724,"6421;6428;1660;6426;3550;1665;9416;3312;3190;4670;3181;7919;3178;3185;10657;10236;8087;10492;6434;220988;3192;9775;6432;642659;6427;988;27316;10772;494115;8899;6629;3183;1653;6651;11066;2483;27336;23451;9588;23028;29896;10432;10199;6634;6632;10212;22938;24148;81576;10291;23517;57703;24144;6636;5935;6628;23210;51319;23450;6626;79622;84950;10262;10450;22916;146713;6627;6431;9129;4691;6637;4928;6625;3187;51631;11338;5936;22889;5356;10656;26986;22827;199746;79833;51574;5725;83443;57721;2332;4236;79005;9879;3191;83759;59286;25766;7536;55660;54960;51163;9967;56259;10250;54957;9716;55596;10284;6733;57060;9939;51747;55094;56949;54496;80004;10078;10946;79753;10594;51340;29890;10285;8996;4869;9410;27258;55692;6635;8161;91746;10465;10181;4686;27257;9169;1153;7072;56339;55110;6429;7737;1659;9733;9584;8621;10992;118924;9343;55147;79084;1655;25980;6633;55599;25949;10907;22794;1207;51645;23658;23398;28960;9785;9128;79171;5411;8449;153527;135295;85437;7310;96764;8896;1859;10189;57461;26121;10569;9513;11218;51341;10419;10521;10421;23064;51503;50628;6606;163859;56853;7307;84292;11193;6936;338657;285962;282996;11157;8559;10921;10658;708;10283;23020;143884;58155;5978;6433;8233;57819;58509;84811;60680;25804;9444;25929;55702;51362;11171;9589;51639;10180;11017;84081;8220;26528;8241;11168;7375;53938;8683;10713;55285;55015;23524;9904;8175;6732;25862;10929;58517;54033;51690;10084;375316;79760;6430;6631;51428;3167;3189;4116;4654;4809;4857;4858;6638;8487;8570;9092;10179;10286;10659;11189;22913;23543;26576;27238;27288;27339;51634;51691;51759;54502;54715;54883;55192;55234;55280;55696;57035;60625;60677;64783;79066;83989;84530;84844;84991;94104;139804;144983;148756;221662;283375;392517;105378616"
"GO:0000377","RNA splicing, via transesterification reactions with bulged adenosine as nucleophile","BP",9.17781746608081,293,9.01174454529831,"6421;6428;1660;6426;3550;1665;9416;3312;3190;4670;3181;7919;3178;3185;10657;10236;8087;10492;6434;220988;3192;9775;6432;642659;6427;988;27316;10772;494115;8899;6629;3183;1653;6651;11066;2483;27336;23451;9588;23028;29896;10432;6634;6632;10212;22938;24148;81576;10291;23517;57703;24144;6636;5935;6628;23210;51319;23450;6626;79622;84950;10262;10450;22916;146713;6627;6431;9129;4691;6637;4928;6625;3187;51631;11338;5936;22889;5356;10656;26986;22827;199746;79833;51574;5725;83443;57721;2332;4236;79005;9879;3191;83759;59286;25766;7536;55660;54960;51163;9967;56259;10250;54957;9716;55596;10284;6733;57060;9939;51747;55094;56949;54496;80004;10078;10946;79753;10594;51340;29890;8996;4869;9410;27258;55692;6635;8161;91746;10465;10181;4686;9169;1153;7072;56339;55110;6429;7737;1659;9733;9584;8621;10992;118924;9343;55147;79084;1655;25980;6633;55599;25949;10907;22794;1207;51645;23658;23398;28960;9785;9128;79171;5411;8449;153527;135295;85437;7310;96764;8896;1859;10189;57461;26121;10569;9513;11218;51341;10419;10521;10421;23064;51503;50628;6606;163859;56853;7307;84292;11193;6936;338657;285962;282996;11157;8559;10921;10658;708;10283;23020;143884;58155;5978;6433;8233;57819;58509;84811;60680;25804;9444;25929;55702;51362;11171;9589;51639;10180;11017;84081;8220;26528;8241;11168;7375;53938;8683;10713;55285;55015;23524;9904;8175;6732;25862;10929;58517;54033;51690;10084;375316;79760;6430;6631;51428;3167;3189;4116;4654;4809;4857;4858;6638;8487;9092;10179;10286;10659;11189;22913;23543;26576;27238;27288;27339;51634;51691;51759;54502;54715;54883;55192;55234;55280;55696;57035;60625;60677;64783;79066;83989;84530;84844;84991;94104;139804;144983;148756;221662;283375;392517;105378616"
"GO:0000398","mRNA splicing, via spliceosome","BP",9.17781746608081,293,9.01174454529831,"6421;6428;1660;6426;3550;1665;9416;3312;3190;4670;3181;7919;3178;3185;10657;10236;8087;10492;6434;220988;3192;9775;6432;642659;6427;988;27316;10772;494115;8899;6629;3183;1653;6651;11066;2483;27336;23451;9588;23028;29896;10432;6634;6632;10212;22938;24148;81576;10291;23517;57703;24144;6636;5935;6628;23210;51319;23450;6626;79622;84950;10262;10450;22916;146713;6627;6431;9129;4691;6637;4928;6625;3187;51631;11338;5936;22889;5356;10656;26986;22827;199746;79833;51574;5725;83443;57721;2332;4236;79005;9879;3191;83759;59286;25766;7536;55660;54960;51163;9967;56259;10250;54957;9716;55596;10284;6733;57060;9939;51747;55094;56949;54496;80004;10078;10946;79753;10594;51340;29890;8996;4869;9410;27258;55692;6635;8161;91746;10465;10181;4686;9169;1153;7072;56339;55110;6429;7737;1659;9733;9584;8621;10992;118924;9343;55147;79084;1655;25980;6633;55599;25949;10907;22794;1207;51645;23658;23398;28960;9785;9128;79171;5411;8449;153527;135295;85437;7310;96764;8896;1859;10189;57461;26121;10569;9513;11218;51341;10419;10521;10421;23064;51503;50628;6606;163859;56853;7307;84292;11193;6936;338657;285962;282996;11157;8559;10921;10658;708;10283;23020;143884;58155;5978;6433;8233;57819;58509;84811;60680;25804;9444;25929;55702;51362;11171;9589;51639;10180;11017;84081;8220;26528;8241;11168;7375;53938;8683;10713;55285;55015;23524;9904;8175;6732;25862;10929;58517;54033;51690;10084;375316;79760;6430;6631;51428;3167;3189;4116;4654;4809;4857;4858;6638;8487;9092;10179;10286;10659;11189;22913;23543;26576;27238;27288;27339;51634;51691;51759;54502;54715;54883;55192;55234;55280;55696;57035;60625;60677;64783;79066;83989;84530;84844;84991;94104;139804;144983;148756;221662;283375;392517;105378616"
"GO:0000796","condensin complex","CC",37.1044600657263,8,9.0047882464048,"9918;64151;10051;23397;10592;23310;54892;29781"
"GO:1905821","positive regulation of chromosome condensation","BP",37.1044600657263,8,9.0047882464048,"9918;64151;10051;23397;10592;23310;54892;29781"
"GO:0051302","regulation of cell division","BP",10.6377283086328,175,8.79040535108954,"10112;6790;9055;7422;5347;90293;29127;332;801;55143;9493;1894;63971;3619;7405;847;2263;30849;81606;51562;259266;9928;79733;7042;10628;387755;4609;2247;8452;805;808;9212;9585;11113;201163;22933;146909;28964;387;126695;4300;92421;80179;1810;10807;1069;4674;9270;55660;64762;7039;84440;7040;994;5300;641;26009;23503;64321;5155;3552;51652;8766;2810;112869;23636;10399;65125;6871;5581;144455;1263;10263;8502;5154;10474;51100;55958;9371;8850;84936;598;27152;990;56034;5727;9727;80310;4192;685;998;8556;7423;79884;5080;79848;3553;57448;79187;9903;5289;6683;8555;9738;63977;55689;2069;5586;56155;26073;10755;28514;585;2246;6840;2254;8202;7564;57026;27183;4904;3480;643;675;1813;1814;2103;2124;2248;2249;2250;2252;2253;2277;2648;3357;3481;4824;5008;5228;5460;5764;5988;6423;6469;6755;6795;6886;7043;7060;7424;7484;8626;8678;10322;10519;11091;25909;29072;50838;51289;56241;56287;57325;79541;79816;79998;84432;114327;126206;168448;201161;341019;346389;387695"
"GO:0006986","response to unfolded protein","BP",11.6370499586105,134,8.78947644092294,"7415;1649;3301;79094;23645;3312;3320;10808;2081;84236;54431;3308;56965;8614;3303;7494;201595;9709;1491;3336;3326;54870;9531;121506;10551;10133;871;467;468;3315;26291;3297;1965;22926;3306;153222;7057;27348;92305;10956;64764;90993;84919;79668;23197;27230;595;9217;3309;101928527;55741;3305;3310;5770;5771;9451;7466;79139;51528;23376;84899;10399;25822;3329;23456;7873;54956;55432;80267;153090;5295;30001;3337;5610;26270;55829;64224;3300;11153;55161;89890;10347;22824;65992;4690;9695;51283;26353;4189;148327;10987;10959;1616;387923;10273;11080;4780;23071;1388;118424;7009;581;666;27248;91319;168620;5611;57414;23471;9927;267;578;1311;3316;3338;5071;7060;8440;8720;8988;10018;10488;10595;23190;26608;27129;51009;51360;51768;58487;79956;80279;84699;135138"
"GO:1902101","positive regulation of metaphase/anaphase transition of cell cycle","BP",27.405742939912,15,8.75223768017335,"9787;991;11065;8452;9700;286053;9587;51434;8881;8697;5925;51529;225689;118471;51433"
"GO:1901800","positive regulation of proteasomal protein catabolic process","BP",12.1401797751672,117,8.72931999895568,"6790;7415;5701;991;5347;26471;57761;2729;3303;5700;9709;5886;8078;8554;90637;1452;9978;9604;1454;91445;4092;285671;8312;5706;29979;22933;127544;28951;2932;29978;10425;2332;5702;3304;255488;25831;6872;8313;207;54467;10444;8975;10221;51667;57630;153769;122809;29997;6613;79016;25820;7466;5716;64326;6923;10399;4287;26259;55294;1263;9655;144165;153090;5705;55743;51548;55070;1050;160418;2629;10134;3300;1453;857;344558;1855;65992;26263;4193;9817;116224;7917;5663;154214;10273;25898;4780;84900;9781;55212;7341;2931;79699;91304;6449;1601;51136;114881;863;1191;5071;5601;5704;5988;9532;9992;11337;23640;25897;51343;54209;85409;90865;120892;131377;166979;641700"
"GO:0044771","meiotic cell cycle phase transition","BP",30.1083784009898,12,8.71990894582282,"10403;991;9133;7272;995;994;993;9088;55743;225689;5017;377630"
"GO:0003729","mRNA binding","MF",8.80178509253463,315,8.70823137778958,"4076;8880;1660;6426;9908;1654;103091866;3190;3320;10643;55323;4670;3181;3178;6472;23283;10657;10236;8087;10492;6434;220988;3192;80336;9775;11273;6432;642659;27316;5315;6201;677;6741;5094;23435;3183;1973;11066;5093;23451;3184;26135;11052;4628;2926;8894;22950;9698;23589;6129;5393;10146;1719;28998;22948;2521;811;11315;10450;57510;7247;8531;22916;1981;6470;83939;55095;146713;4691;54915;4928;6625;2235;51631;11051;5936;10656;80153;26986;55337;90806;1797;51574;5725;8672;57721;2332;3191;51441;80149;7536;51081;6125;1982;7157;1479;8932;6189;5914;9716;6152;253943;57060;124540;54845;9939;51747;80004;7298;1656;10482;79753;132430;57523;8563;23034;29890;8939;6154;1994;55692;26097;79576;91746;27332;10181;4686;11340;26354;9810;27257;7555;6231;1153;7072;23521;3609;56339;27303;84271;25946;6429;23351;6188;10247;79048;22828;6208;1655;149986;6193;10128;56254;22794;5939;22849;1429;54512;23367;79171;65110;48;4440;200895;8661;79869;3658;10189;26156;80315;85463;23237;3069;7884;9513;5937;55802;51247;10644;10521;8629;112267871;348093;23277;56853;51585;10642;1993;4204;3182;5511;5073;8664;51204;6311;282996;27254;10921;9991;10658;708;58155;8148;373863;6829;389421;399664;1478;60680;9444;340719;25929;56919;51362;6182;113251;11171;51639;132864;8761;84081;6207;84248;2107;26528;50804;7073;7538;340554;6590;55544;11224;23524;100129520;196513;10949;64506;6187;26065;58517;170506;375316;54542;27161;6631;55421;104;549;678;1995;1996;4857;4858;5814;6171;6780;7175;7936;8562;8570;9683;9728;9933;10659;11030;11189;23013;23089;23185;23369;23424;23543;25819;27067;27288;29894;29974;54039;54502;54715;55124;55133;56156;56157;56478;57187;60677;60678;64783;64852;65109;66037;79727;84294;84530;85451;92906;131870;139804;140886;144983;149041;166863;221662;222183;326340;339345;340152;340529;342977;645974;646799;100132015;100132147;101927468"
"GO:0009060","aerobic respiration","BP",10.2117475389307,191,8.62367628844915,"891;7415;26471;498;983;1340;4729;4710;6472;2271;23479;539;509;1350;8802;7386;847;4514;7381;3416;27069;10476;4436;4535;5162;4536;6391;522;515;4712;9551;1349;4537;4693;10632;1737;4190;4540;4709;4513;4718;4711;11315;4702;7385;4722;1329;1738;387;170712;1345;4704;4541;6392;56181;506;51103;4706;4698;4509;4694;55753;4508;514;3418;4697;29796;4519;4725;5160;6389;9167;92259;4707;8803;1347;4700;4539;4696;4967;29997;513;4719;1337;54205;84275;4695;80025;205327;538;4731;8801;521;4713;65084;134145;6901;205;4716;4715;1327;1431;4538;54949;3421;54539;47;9016;215;2631;30968;27089;48;4723;51142;3658;126328;158;4717;7384;4714;7388;1351;1716;3091;4724;664;2647;100532726;4701;59341;55967;23410;1743;4708;7349;9650;3419;51085;51079;440567;92014;84277;2395;4512;113115;79736;65018;790955;10975;402;6390;4726;1352;3420;9377;50;1537;374291;4720;84300;125965;23530;4191;29103;89;637;863;1346;1355;3417;4705;4728;5018;6622;6834;7124;9555;10105;10873;55526;57017;65990;79085;84701;130752;246269;341947;388753;400916;107075310"
"GO:0140662","ATP-dependent protein folding chaperone","MF",19.123705550216,34,8.57826867793861,"10576;3312;3320;10808;3308;10694;3313;3303;6950;3326;10575;6782;7203;22948;908;10525;7184;3306;3304;51182;3309;3305;3310;3329;22824;3327;10845;1861;10574;10693;3311;7190;10131;155100"
"GO:0036464","cytoplasmic ribonucleoprotein granule","CC",9.3119809980657,245,8.43076089952441,"4076;7415;5701;79752;1660;23741;9908;5685;5683;1654;9470;3190;203068;10643;9898;8087;3192;80336;1977;11273;10456;23345;677;6741;6629;23435;1653;5093;7846;54456;1979;406;9698;85363;23589;4154;8878;10146;55629;7150;23644;64332;1981;60;55095;9960;4691;54915;6637;1965;6175;7706;5936;80153;26986;5563;55337;29883;9710;23112;2332;23318;5702;51441;580;80149;84324;192670;4848;348262;253943;26058;57169;54888;1656;10482;11269;126374;132430;57523;340120;23034;85441;6737;27258;1994;219988;8651;6461;27257;1025;1153;7072;84271;23351;8826;113802;55833;26523;9931;27327;3236;6128;167227;440738;192669;6194;27097;22794;3837;28960;550643;23049;4343;57690;23367;2312;2553;5687;998;6191;85463;23237;55132;9513;55802;200316;11022;10644;23215;9802;6606;10957;2690;10642;1992;2886;9582;26019;6158;5436;9125;11201;55643;6311;282996;11157;127933;10658;9924;1780;53339;57819;7812;25804;1512;8444;3669;8662;113251;79632;84282;255967;8761;84331;27350;9337;129563;22927;7073;55239;7538;340554;9575;5879;284131;196513;84962;100131187;64506;26065;55308;57532;5976;10084;170506;4904;54542;28996;163589;27161;4137;4619;4849;6093;6780;8994;9118;9475;9627;9701;11030;23019;23185;23369;23424;25819;27067;29118;29986;54464;54514;54715;55124;56165;56478;57521;60489;79727;84206;84944;92312;122402;131405;136991;140564;140886;143689;149041;161829;164668;197135;200315;203228;221400;284615;326340;339345;340152;340529;342977;390616;440822;645974;646799"
"GO:0031616","spindle pole centrosome","CC",27.3224329911554,14,8.42551437479401,"9787;6790;54820;9212;137886;4926;2010;4869;126353;55171;23172;51490;10101;6795"
"GO:0007144","female meiosis I","BP",28.1502347853836,13,8.40328432987677,"6790;10403;9133;26271;284071;994;9319;254528;27030;79173;7314;11077;391714"
"GO:0061640","cytoskeleton-dependent cytokinesis","BP",11.8701454756601,115,8.37708854184693,"10112;54443;5347;29127;332;24137;26586;55143;9493;51203;56907;1894;3619;989;1058;55165;3925;6651;10015;4628;288;1072;9700;10097;9212;9585;11113;11258;387;324;10096;403;10899;92421;91782;149371;5000;375;5339;4735;23503;51652;10617;11336;54902;23636;65125;5921;10788;116840;8826;51429;128239;129531;112574;55521;9897;200942;54784;84501;84445;90120;55909;79884;10640;10801;257364;55752;54536;55763;5119;151011;9094;9798;6683;55770;29082;389;9525;5413;23265;128866;9820;26073;79643;585;79400;23157;6242;6711;27183;11021;388;1731;5414;6093;9101;9475;23176;23233;25978;27243;27443;51510;55964;56776;57132;60412;79998;114327;124404;152015;285643;341019;346288"
"GO:0016887","ATP hydrolysis activity","MF",8.04651396503603,398,8.35987375210179,"10112;7415;5701;10576;1660;1665;498;54505;9416;3833;23046;80119;1654;10051;9361;3312;3320;9493;7919;9914;10694;3313;3303;63971;509;54821;5700;9775;5825;6950;26154;3326;4436;22;9928;7520;57062;1973;1653;3835;2547;1106;54456;10575;8714;6782;7203;4173;10212;4998;23517;493;84896;10146;11004;22948;908;56992;5965;5706;9585;7184;10592;22907;146909;90957;55324;10079;81930;3306;10939;29789;4175;286410;79710;27348;506;1662;5826;84181;10058;1767;80179;57130;8467;29028;1108;6890;55137;56652;9879;3800;5702;3304;5985;9126;490;523;5395;79009;5217;5205;51202;374654;51182;63979;9716;57680;7486;5000;9400;23400;641;2071;3309;547;3305;3310;79132;1656;11269;4643;489;89845;4172;6891;83990;5983;4174;55729;1763;6729;22985;540;10111;83752;54555;4171;84284;23120;11056;55614;3329;23456;538;4621;64848;9401;1659;23461;4650;5892;23;166378;6059;54617;5705;9371;4905;83479;4176;89795;1655;4363;374868;9319;79915;23347;57198;57697;368;9619;89796;55794;56897;11194;9785;488;23303;4343;215;990;534;1778;55582;22861;9188;8438;8607;5888;91351;338322;221458;8449;57576;23132;5982;6734;10347;54606;6832;1663;20;5378;5189;4931;11218;79039;1107;10521;1105;55601;6687;3327;19;55636;6499;64135;164045;5243;3508;5190;10847;340273;54863;221264;3796;54454;23137;479;84056;5890;9704;317781;64147;10845;27433;11104;1861;23020;22880;10749;80007;6683;126074;79659;5244;476;27030;8243;3799;4682;56919;9525;10574;196385;439;9044;23078;1244;102157402;158401;113510;51606;1974;9557;4671;57571;84515;79934;84893;5981;1768;23200;5387;10257;81570;83858;55661;83473;55308;8886;10693;23515;79572;26038;2068;5976;10057;27032;3798;170506;55760;27183;11325;219293;90990;57647;401720;10973;254394;3797;51428;21;24;225;249;477;478;480;487;491;492;495;546;617;1080;1769;1770;2074;3311;3834;4292;4622;4626;5704;5984;6833;7190;8647;8701;9429;9550;10060;10061;10131;10349;10350;10351;10396;10730;10856;11127;11144;11321;22836;23095;23195;23250;23457;23460;23586;27127;29118;51750;51761;54514;55210;55567;55605;56171;56916;57194;57205;57674;57696;60625;63922;64137;64222;64240;64241;64794;79029;79665;79781;79895;80205;84239;85320;89797;91607;91646;92797;94160;113220;114548;122402;124602;146754;148229;154664;165545;168400;201625;246269;344905;392843"
"GO:1905446","regulation of mitochondrial ATP synthesis coupled electron transport","BP",39.3528300804592,6,8.32276524046118,"891;983;27069;51142;29103;6622"
